id,type,address,number,postal_code,municipality,province,location,public,available,hours,lat,lon
13.0,,Boulevard Fr. Roosevelt,24.0,7060.0,SOIGNIES,Hainaut,,Y,,,,
70.0,,Chaussée De Wégimont,76.0,4630.0,Ayeneux,Liège,,,,,50.6124391,5.737994592222156
71.0,,Place Saint - Lambert,,4020.0,Liège,Liège,,,,,50.6449558,5.5745133
72.0,,Rue du Doyard,,4990.0,Lierneux,Liège,,,,,50.2856407,5.7808696
73.0,,Fond Saint Servais,,4000.0,Liège,Liège,,,,,50.6467651,5.5709867
74.0,,Rue des Prémontrès,12.0,4020.0,Liège,Liège,,,,,50.6380469,5.5740461
75.0,,Route de Bastogne,1.0,4920.0,Harzé,Liège,,,,,50.3806158,5.680907587084247
76.0,,Rue du Parc,1.0,4540.0,Jehay,Liège,,,,,50.57723315,5.3230382796615805
77.0,,Boulevard De la Constitution,19.0,4020.0,Liège,Liège,,,,,50.64334765,5.583379851103196
78.0,,Place de la République française ,,4000.0,Liège,Liège,,,,,50.6434974,5.572064739950166
79.0,,Rue Darchis,33.0,4020.0,Liège,Liège,,,,,50.63699855,5.565328490517242
86.0,,Schumanplein,11.0,1040.0,Brussel,Bruxelles-Brussel,,,,,50.8428283,4.3844261
87.0,,Uitbreidingstraat,,2600.0,Berchem,Antwerpen,,,,,51.2033155,4.4367162
95.0,,Peperstraat,2.0,3300.0,TIENEN,Vlaams-Brabant,,Y,,,50.998105800000005,4.8781133289798575
96.0,,Graafschap - Jettelaan,2.0,1090.0,Brussel,Bruxelles-Brussel,,,,,50.8830136,4.3331888
97.0,,Sint-Pieterskerstraat,,1090.0,Brussel,Bruxelles-Brussel,,,,,,
98.0,,Wemmelsteenweg,100.0,1090.0,Brussel,Bruxelles-Brussel,,,,,,
100.0,,Rue Pietro Ferrero,5.0,6700.0,ARLON,Luxembourg,,N,,,49.6767669,5.816835779216131
101.0,,Tweestationsstraat,80.0,1070.0,Brussel,Bruxelles-Brussel,,,,,50.831942299999994,4.328980253636651
102.0,,Nieuwe Weg ,1.0,2070.0,ZWIJNDRECHT,Antwerpen,,Y,,,51.23432845000001,4.320172570867044
111.0,,Hermeslaan,2.0,1831.0,MachelenBt),Vlaams-Brabant,,,,,50.88091925,4.442448069989586
115.0,,Gemeenteplein,1.0,3798.0,Voeren  s Gravenvoeren,Limburg,,Y,,,50.759496850000005,5.759718511368475
116.0,,Remersdaal-Dorp,1.0,3791.0,Remersdaal,Limburg,,,,,50.731173,5.880948698706895
117.0,,Sint-Pieterstraat ,20.0,3792.0,Sint-Pieters-Voeren,Limburg,,Y,,,50.73746745,5.823412607364022
118.0,,Kerkplein,1.0,3790.0,Moelingen,Limburg,,Y,,,50.93198845,5.571475840364583
119.0,,Gieveldstraat,,3793.0,Teuven,Limburg,,Y,,,50.7572118,5.8788335
120.0,,Kerkstraat,1.0,3790.0,VOEREN,Limburg,,Y,,,50.74940645,5.812551332425043
167.0,,Vanhalstraat,1.0,1500.0,Halle,Vlaams-Brabant,,y,,,,
170.0,,Brikkenovenstraat,48.0,3600.0,Genk,Limburg,,N,,,50.97965045,5.472422009968787
214.0,,Rue de l église,,1150.0,Bruxelles,Bruxelles-Brussel,,,,,50.8408208,4.4627736
218.0,,Cours des mineurs,,4000.0,Liège,Liège,,,,,,
219.0,,Rue des Croisiers,15.0,4000.0,Liège,Liège,,,,,50.63892735,5.574213550178143
220.0,,Rue de l école technique ,,4040.0,Herstal,Liège,,,,,50.6716305,5.6400042
221.0,,Rue de Wallonie,30.0,4460.0,Bierset,Liège,,,,,50.657829,5.493476181290193
222.0,,Rue Paul d Andrimont,24.0,4630.0,Micheroux,Liège,,,,,50.62311975,5.7113776166050085
223.0,,Bd. Léon Philippet,83.0,4000.0,Liège,Liège,,,,,50.65176945,5.557592916525259
224.0,,Rue du Commerce,14.0,4100.0,Seraing,Liège,,,,,50.6129088,5.507468721605432
225.0,,Rue Peetermans,80.0,4100.0,Seraing,Liège,,,,,50.6108903,5.5097715
226.0,,Rue J. Stassart,15.0,4367.0,Crisnée,Liège,,,,,,
227.0,,Route de Dinant,119.0,4020.0,Liège,Liège,,,,,50.3312568,5.2742906
228.0,,Rue de Huy,123.0,4300.0,Waremme,Liège,,,,,50.6870991,5.250619057379783
229.0,,Rue de Sélys,35.0,4300.0,Waremme,Liège,,,,,50.630147449999996,5.563510814310518
230.0,,Rue St. Pierre,48.0,4500.0,Huy,Liège,,,,,50.52303835,5.23631238136503
231.0,,Avenue Delchambre,6.0,4500.0,Huy,Liège,,,,,50.52185015,5.241692664347102
232.0,,Rue Lambert Marlet,23.0,4020.0,Liège,Liège,,,,,50.68651545,5.721879357577733
233.0,,Rue Aux Laines,69.0,4800.0,Verviers,Liège,,,,,50.58912135,5.8537816284609345
234.0,,Rue av. Peltzer,40.0,4020.0,Liège,Liège,,,,,,
235.0,,Route du Canada,157.0,4910.0,La Reid,Liège,,,,,,
238.0,,Route de Botrange,131.0,4950.0,Robertville,Liège,,,,,50.4829536,6.1104778
239.0,,Grand Route,317.0,4400.0,,Liège,,,,,50.59793125,5.4652421342435105
240.0,,Avenue Montesquieu,6.0,4101.0,Jemeppe-sur-Meuse,Liège,,,,,50.620001099999996,5.51615631258023
242.0,,Rue Grand Puits,,4040.0,Herstal,Liège,,,,,50.671347,5.6391785
259.0,,Rue de la Bouviere,1.0,4190.0,Vieuxville,Liège,,,,,50.28419435,5.919578419703392
275.0,,Da Vincilaan,,1930.0,Zaventem,Vlaams-Brabant,,,,,50.8928726,4.4621725
277.0,Appareil Mobile- Mobiel apparaat,Adriaan Brouwerstraat,24.0,2000.0,Antwerpen,Antwerpen,,,,,51.22736125,4.404384087968529
282.0,,Kempenarestraat,53.0,2860.0,Sint-Katelijne-Waver,Antwerpen,,Y,,,51.0636565,4.519447
310.0,,Koninginnelaan,1.0,8400.0,Oostende,West-Vlaanderen,,,,,51.1875814,2.8184146
311.0,,Northlaan,13.0,8400.0,Oostende,West-Vlaanderen,,,,,51.21729285,2.8880359339808908
312.0,,Kursaal - Oosthelling,12.0,8400.0,Oostende,West-Vlaanderen,,,,,51.2319344,2.9129821
313.0,,Leopold Van Tyghemlaan,62.0,8400.0,Oostende,West-Vlaanderen,,,,,51.2168001,2.88742952451928
315.0,,Wetstraat,23.0,1040.0,Brussel,Bruxelles-Brussel,,,,,50.8451496,4.3698932
316.0,,Grotesteenweg - Noord,9.0,9052.0,Gent,Oost-Vlaanderen,,,,,51.012545,3.7043874
317.0,,Kunstlaan,16.0,3500.0,Hasselt,Limburg,,,,,50.92718885,5.347100711770562
318.0,,Interleuvenlaan ,58.0,3001.0,Leuven,Vlaams-Brabant,,,,,50.8484783,4.7382828243570945
319.0,,Sint-Katelijnestraat ,154.0,2800.0,Mechelen,Antwerpen,,,,,51.0340562,4.4755927
320.0,,Hof ter Weze,1.0,8800.0,Roeselare,West-Vlaanderen,,,,,50.9237263,3.118304287932773
321.0,,Patersstraat,100.0,2300.0,Turnhout,Antwerpen,,,,,51.3269454,4.950121494714731
323.0,,Interleuven,58.0,3001.0,Leuven,Vlaams-Brabant,,,,,50.8484783,4.7382828243570945
328.0,, Ingelmunstersteenweg,11.0,8760.0,Meulebeke,West-Vlaanderen,,,,,50.9440929,3.2786774659775335
335.0,,Chaussée de Haecht,1405.0,1130.0,Bruxelles,Bruxelles-Brussel,,,,,50.8841141,4.4198414
341.0,,Avenue du Bois St. Jean,21.0,4000.0,Liège,Liège,,,,,50.5770359,5.5539547
344.0,,Keienpoelweg,6.0,3300.0,Tienen,Vlaams-Brabant,,Y,,,50.7949048,4.98838
346.0,,Avenue de Gaulle,2.0,7500.0,Tournai,Hainaut,,Y,,,50.6063562,3.3800354
349.0,,Haven 1968 Sint Annalaan ,1.0,9130.0,Kallo,Oost-Vlaanderen,,Y,,,,
354.0,,Bld Leopold II,44.0,1080.0,Bruxelles,Bruxelles-Brussel,,,,,,
355.0,,Adolphe Lavallée,1.0,1080.0,Bruxelles,Bruxelles-Brussel,,,,,50.85829095,4.3438999186073755
356.0,,Bld. Du jardin Botanique,,1000.0,Bruxelles,Bruxelles-Brussel,,,,,,
357.0,,Chaussée St - Joseph,4.0,1440.0,Braine-le-Château,Brabant Wallon,,,,,,
358.0,,Rue des boignées,13.0,1440.0,Wauthier-Braine,Brabant Wallon,,,,,50.6783508,4.3004488
359.0,,Rue de l institut,8.0,6040.0,Jumet,Hainaut,,,,,50.71684595,4.530359804402699
360.0,,Rue de Bricgniot,196.0,5002.0,Saint-Servais,Namur,,,,,50.485009250000004,4.826388684523813
361.0,,Rue sur les bois,113.0,4870.0,Fraipont,Liège,,,,,,
362.0,,Rue de l Hydrion 108l,108.0,6700.0,Arlon,Luxembourg,,,,,,
364.0,,Place des Sports,3.0,1348.0,Louvain-la-Neuve,Brabant Wallon,,,,,50.67011705,4.601755317229154
365.0,,Rue de la Marlette,3.0,7180.0,Seneffe,Hainaut,,,,,50.5065501,4.2715661
366.0,,Av. de la Sapinette,3.0,7000.0,Mons,Hainaut,,,,,50.46754115,3.940101051052837
367.0,,Av. du Lac ,56.0,7640.0,Antoing,Hainaut,,,,,50.5415725,3.4470532
368.0,,Av. Amédée Hesse,41.0,4900.0,Spa,Liège,,,,,50.497115550000004,5.885357343553166
369.0,,Ile de Campana,,4030.0,Grivegnée,Liège,,,,,,
370.0,,Allée des Sports,63.0,4000.0,Liège,Liège,,,,,50.5767619,5.5675659
371.0,,Allée du Stade,3.0,5100.0,Jambes,Namur,,,,,50.093206699999996,4.890104937859581
372.0,,Rue Chéravoie,2.0,6840.0,Neufchâteau,Luxembourg,,,,,50.58713555,5.401514806286713
373.0,,Site de l Eau d Heure,4.0,6440.0,Froidchapelle,Hainaut,,,,,,
374.0,,Allée des Sports,12.0,6280.0,Loverval,Hainaut,,,,,50.3709779,4.4722366
375.0,,Rue du Liry,21.0,6810.0,Chiny,Luxembourg,,,,,49.7379191,5.3461155
376.0,,Chée de Wavre,2057.0,1160.0,Bruxelles,Bruxelles-Brussel,,,,,,
377.0,,Av. Mounier,87.0,1200.0,Bruxelles,Bruxelles-Brussel,,,,,50.8510607,4.4586135306356836
378.0,,Rue des Grives,53.0,1070.0,Bruxelles,Bruxelles-Brussel,,,,,50.8156416,4.2988092
379.0,,Omer Vanaudenhovelaan,48.0,3290.0,Diest,Vlaams-Brabant,,Y,,,50.9818807,5.0595747
380.0,,Fabriekstraat,,3980.0,Tessenderlo,Limburg,,,,,,
381.0,,Pastorijstraat ,118.0,3300.0,Tienen,Vlaams-Brabant,,Y,,,50.803547949999995,4.953689121857783
383.0,,Brand Whitlocklaan,165.0,1200.0,Brussel,Bruxelles-Brussel,,,,,50.844450800000004,4.404375173662215
384.0,,Gobelinstraat,3.0,9700.0,Oudenaarde,Oost-Vlaanderen,,,,,50.848014649999996,3.603508673334252
385.0,,Kolonel Begaultlaan ,15.0,3012.0,Wilsele,Vlaams-Brabant,,,,,50.8922965,4.7059281
387.0,,Beeldhouwkunstlaan,,1700.0,Dilbeek,Vlaams-Brabant,,N,,,50.8421038,4.2805432
389.0,,Kapelstraat,100.0,9100.0,Sint-Niklaas,Oost-Vlaanderen,,Y,,,51.15326385,4.153538218494281
390.0,,Vierwegstraat,194.0,8800.0,Roeselare,West-Vlaanderen,,,,,50.9504247,3.150305
396.0,,Paderstraat ,158.0,8620.0,Nieuwpoort,West-Vlaanderen,,,,,,
398.0,,Haarlebeek,3.0,2275.0,Lille,Antwerpen,,,,,51.2812474,4.831571119776004
399.0,,Pedro Colomalaan,25.0,2880.0,Bornem,Antwerpen,,,,,51.08715575,4.262119157411085
403.0,,Parc Industriel Zone A,,7011.0,Ghlin,Hainaut,,,,,,
404.0,,Wiemesmeerstraat ,105.0,3600.0,Genk,Limburg,,Y,,,50.9700865,5.555985759358585
407.0,,Schurhovenveld ,4820.0,3800.0,Sint-Truiden,Limburg,,,,,,
409.0,,Vlasland,4.0,2260.0,Westerlo,Antwerpen,,Y,,,51.0956788,4.872052207977313
411.0,,Vlieghavenlaan,50.0,3140.0,Keerbergen,Vlaams-Brabant,,,,,51.0030024,4.668763229170685
414.0,,Slachthuislaan,74.0,2060.0,Antwerpen,Antwerpen,,,,,51.2287611,4.438235
415.0,,Elzen,145.0,3920.0,Lommel,Limburg,,,,,51.2619705,5.322075
417.0,,Arianelaan,5.0,1200.0,Brussel,Bruxelles-Brussel,,,,,50.8571949,4.4301756
418.0,,Stift,2.0,3960.0,Bree,Limburg,,,,,51.1430219,5.594926385310016
419.0,,Katjeswilgenlaan ,,3010.0,Kessel-Lo,Vlaams-Brabant,,N,,,50.8936287,4.7184937
420.0,,Weerstandlaan,24.0,2660.0,Hoboken,Antwerpen,,,,,51.18639185,4.371431663648963
421.0,,Citadelpark ,,9000.0,Gent,Oost-Vlaanderen,,,,,51.038130800000005,3.718495861699464
422.0,,Citadelpark ,,9000.0,Gent,Oost-Vlaanderen,,,,,51.038130800000005,3.718495861699464
423.0,,Citadelpark ,,9000.0,Gent,Oost-Vlaanderen,,,,,51.038130800000005,3.718495861699464
424.0,,Citadelpark ,,9000.0,Gent,Oost-Vlaanderen,,,,,51.038130800000005,3.718495861699464
425.0,,Citadelpark ,,9000.0,Gent,Oost-Vlaanderen,,,,,51.038130800000005,3.718495861699464
427.0,,Tervuursevest,101.0,3001.0,Heverlee,Vlaams-Brabant,,,,,50.869626,4.692377077060362
428.0,,Speiestraat,32.0,8940.0,Wervik,West-Vlaanderen,,N,,,50.7785415,3.0470703938322394
429.0,,Place des sports,1.0,1348.0,Louvain-la-Neuve,Brabant Wallon,,Y,,,50.67009,4.599908
430.0,,Rue du Castinia,,1348.0,Louvain-la-Neuve,Brabant Wallon,,,,,50.6703453,4.6051266
431.0,,Liersestwg.,4.0,2800.0,Mechelen,Antwerpen,,,,,51.0355255,4.48328116001429
434.0,,Route St - Hubert,1.0,6800.0,Recogne,Luxembourg,,,,,50.10466055,5.475118526156477
436.0,,Vaartstraat,60.0,8710.0,Wielsbeke,West-Vlaanderen,,,,,50.915398249999996,3.2605587670793654
437.0,,Ooigemstraat,12.0,8710.0,Wielsbeke,West-Vlaanderen,,,,,50.910635850000006,3.3235249560146864
438.0,,Westerring,15.0,9700.0,Oudenaarde,Oost-Vlaanderen,,,,,50.8588932,3.5969294
445.0,,Nazarethsesteenweg,77.0,9800.0,Astene,Oost-Vlaanderen,,N,,,50.97585665,3.5699439811101574
450.0,,Lamorinierestraat,,2018.0,Antwerpen,Antwerpen,,Y,,,51.206753,4.4231305
451.0,,Riderveldlaan,5.0,2018.0,Antwerpen,Antwerpen,,Y,,,,
452.0,,Nijverheidslaan,7.0,3200.0,Aarschot,Vlaams-Brabant,,,,,50.99230715,4.82628011219604
453.0,,Nijverheidslaan,7.0,3200.0,Aarschot,Vlaams-Brabant,,,,,50.99230715,4.82628011219604
454.0,,Nijverheidslaan,,3200.0,Aarschot,Vlaams-Brabant,,,,,50.9914036,4.8226847
455.0,,Schaliehoevestraat ,12.0,2220.0,Heist-Op-Den-Berg,Antwerpen,,,,,51.0564627,4.69937549876453
456.0,,Nijverheidslaan,7.0,3200.0,Aarschot,Vlaams-Brabant,,,,,50.99230715,4.82628011219604
457.0,,Cipaalstraat ,8.0,2440.0,Geel,Antwerpen,,,,,,
458.0,,Erperheidestraat,2.0,3990.0,Peer,Limburg,,Y,,,51.12753205,5.50596740589925
459.0,,Koldamstraat,9.0,1560.0,Hoeilaart,Vlaams-Brabant,,,,,50.76849595,4.477349302984406
460.0,,Nekkerspoelstraat,199.0,2800.0,Mechelen,Antwerpen,,,,,51.0321215,4.4977788499999996
461.0,,Kruisstraat,54.0,3120.0,Tremelo,Vlaams-Brabant,,,,,50.99459325,4.7004327925
466.0,,Av. de Burlet,4.0,1400.0,Nivelles,Brabant Wallon,,,,,50.6021621,4.334147927342322
468.0,,Zeypestraat,26.0,1910.0,Kampenhout,Vlaams-Brabant,,Y,,,50.805841799999996,4.23626046456244
469.0,,Bergtorfbroeklaan,,1910.0,Kampenhout,Vlaams-Brabant,,Y,,,,
470.0,,Kerkstraat,34.0,1910.0,Kampenhout,Vlaams-Brabant,,Y,,,50.9413012,4.548097933748046
471.0,,Steenweg op Zevendonk ,18.0,2300.0,Turnhout,Antwerpen,,Y,,,51.3084446,4.9479040730835955
472.0,,Uilenbaan,15.0,2160.0,Wommelgem,Antwerpen,,,,,51.21313845,4.502395060372304
473.0,,Reep,1.0,9000.0,Gent,Oost-Vlaanderen,,Y,,,51.0504454,3.730293511437247
474.0,,Vlamingenstraat,83.0,3000.0,Leuven,Vlaams-Brabant,,Y,,,50.87427295,4.7017900856514245
475.0,,Steenweg op Tielen ,51.0,2300.0,Turnhout,Antwerpen,,Y,,,51.302445649999996,4.934570430596919
476.0,,Cathilleweg t,38.0,8490.0,Jabbeke,West-Vlaanderen,,,,,,
477.0,,Sarkoheemstraa,2.0,8490.0,Jabbeke,West-Vlaanderen,,,,,,
478.0,,Oude Dorpweg,58.0,8490.0,Jabbeke,West-Vlaanderen,,,,,,
479.0,,Eernegemweg  ,,8490.0,Jabbeke,West-Vlaanderen,,,,,51.160717,3.0927037
480.0,,Dorpsstraat,,8490.0,Jabbeke,West-Vlaanderen,,,,,51.1825818,3.0927665
485.0,,Parklaan ,,2300.0,Turnhout,Antwerpen,,N,,,51.3152005,4.9576193
488.0,,Motstraat,32.0,2800.0,Mechelen,Antwerpen,,,,,51.013316700000004,4.48957311552509
489.0,,Zeutestraat ,5.0,2800.0,Mechelen,Antwerpen,,,,,51.0102464,4.492278993573114
490.0,,Rue de Chassart,38.0,1495.0,Marbais,Brabant Wallon,,,,,50.5398908,4.5323581
491.0,,Squaire Marie-Curie,40.0,1070.0,Bruxelles,Bruxelles-Brussel,,,,,,
492.0,,Rue Osseghem,53.0,1080.0,Bruxelles,Bruxelles-Brussel,,,,,50.8551889,4.320073
493.0,,Industriepark Nederwest Oost,,9400.0,Meerbeke,Oost-Vlaanderen,,,,,,
494.0,,Broekaai ,13.0,1731.0,Zellik,Vlaams-Brabant,,,,,,
495.0,,AVenue Herman Debroux,42.0,1160.0,Bruxelles,Bruxelles-Brussel,,,,,,
496.0,,Rue des Pieds d Alouettes,12.0,5100.0,Naninne,Namur,,,,,,
498.0,,Laarstraat,16.0,2610.0,Wilrijk,Antwerpen,,,,,51.17400295,4.395629734141381
500.0,,Route de Glons,1.0,4452.0,Paifve,Liège,,,,,50.73204825,5.525322494324067
507.0,,Boomsestwg,957.0,,,,,,,,51.15049085,4.3824066227110015
509.0,,Nieuwevaart,51.0,9000.0,Gent,Oost-Vlaanderen,,N,,,51.068768399999996,3.722430959575476
510.0,,Allée du Bol d Air,13.0,4317.0,Angleur,Liège,,,,,50.577362050000005,5.551088938545655
517.0,,Nijverheidsstraat,7.0,2260.0,Westerlo,Antwerpen,,Y,,,51.13388395,4.931680015716093
518.0,,Boomsteenweg,957.0,2610.0,Wilrijk,Antwerpen,,,,,,
519.0,,Ingberthoeveweg ,7.0,2630.0,Aartselaar,Antwerpen,,,,,51.1492895,4.399614895611817
520.0,,Boomsestwg.,957.0,2610.0,Wilrijk,Antwerpen,,,,,51.15049085,4.3824066227110015
521.0,,Boomsestwg. ,957.0,2610.0,Wilrijk,Antwerpen,,,,,51.15049085,4.3824066227110015
525.0,,Weg nr. Bre,2.0,3660.0,Opglabbeek,Limburg,,,,,,
526.0,,Klaproosstraat ,12.0,2340.0,Beerse,Antwerpen,,,,,51.3260368,4.8659607344631794
530.0,,Herbesthalerstrasse,325.0,4700.0,Eupen,Liège,,,,,50.6484679,6.004044765921787
531.0,,Bld. Du Souverain,25.0,1170.0,Bruxelles,Bruxelles-Brussel,,,,,,
532.0,,Grotesteenweg,214.0,2600.0,Berchem,Antwerpen,,,,,51.1932989,4.422431873109934
533.0,,Rue du Trône ,1.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,50.839455650000005,4.365872359677628
534.0,,Av. Marcel Thiry,208.0,1200.0,Bruxelles,Bruxelles-Brussel,,,,,50.8577304,4.4328716
535.0,,Site Philips - Ubicenter,208.0,3000.0,Leuven,Vlaams-Brabant,,,,,,
536.0,,Grote Steenweg ,214.0,2600.0,Berchem,Antwerpen,,,,,51.1932989,4.422431873109934
537.0,,Oktrooiplein ,1.0,9000.0,Gent,Oost-Vlaanderen,,,,,51.05762135,3.739519238752841
538.0,,Rue Joffre ,12.0,4000.0,Liège,Liège,,,,,50.6444916,5.5724981
539.0,,Boulevard Audent,,4000.0,Liège,Liège,,,,,,
540.0,,Rue d Othée,214.0,4432.0,Alleur,Liège,,,,,50.6677539,5.5281745
542.0,,Chaussée de mariemon,100.0,7140.0,Morlanwelz,Hainaut,,,,,,
543.0,,Rue Ducale,1.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,50.8421512,4.3655577640453265
545.0,,Av. de la Couronne,6.0,1050.0,Bruxelles,Bruxelles-Brussel,,,,,50.8327735,4.3757608720581604
550.0,,Leuvensesteenweg ,5.0,3080.0,Tervuren,Vlaams-Brabant,,,,,50.927946000000006,4.436385455890578
564.0,,Boechhoutlaan,55.0,1853.0,Strombeek-Bever,Vlaams-Brabant,U gebouw achteraan onze site – koffie area – re tegen de muur,,,,,
565.0,,Temselaan,100.0,1853.0,Strombeek-Bever,Vlaams-Brabant,,,,,50.905053949999996,4.343029346915894
566.0,,Rue Maestricht,,4651.0,Battice,Liège,,,,,50.649831,5.8140888
568.0,,Nijverheidsstraat,9.0,2260.0,OEVEL,Antwerpen,,Y,,,51.1343083,4.930470800796512
569.0,,Lieven Bauwensstraa,16.0,8200.0,Brugge,West-Vlaanderen,,,,,,
570.0,,Wilrijkstraat,8.0,2650.0,Edegem,Antwerpen,,,,,51.210038999999995,4.438178349504806
571.0,,Schiepse Bo,4.0,3600.0,Genk,Limburg,,,,,,
572.0,,Boomkensstraat,303.0,3500.0,Hasselt,Limburg,,,,,50.91851005,5.325716373661973
573.0,,Grote Markt,,8900.0,Ieper,West-Vlaanderen,,,,,50.851210050000006,2.8862186600536095
574.0,,Leopold III-laan,,8900.0,Ieper,West-Vlaanderen,,,,,50.8485479,2.8931713
575.0,,Laarbeeklaan,105.0,1090.0,Brussel,Bruxelles-Brussel,,,,,50.88607845,4.305620692118104
576.0,,Herestraat,19.0,3000.0,Leuven,Vlaams-Brabant,,,,,50.8778832,4.682339450000001
577.0,,Motstraat,40.0,2800.0,Mechelen,Antwerpen,,,,,51.01366965,4.49089833693742
578.0,,Dirk Martensstraat,11.0,8200.0,Sint-Andries,West-Vlaanderen,,,,,51.210705899999994,3.1974097433427
580.0,,A. Van Dijckstraat,10.0,2300.0,Turnhout,Antwerpen,,,,,51.1657312,4.469652
581.0,,Rue De La Carbo,,7333.0,Tertre,Hainaut,,,,,50.4777267,3.8062756
582.0,,Rue De La Carbo,,7333.0,Tertre,Hainaut,,,,,50.4777267,3.8062756
583.0,,Chaussée du Tubize ,297.0,1420.0,Braine-l Alleud,Brabant Wallon,,,,,,
585.0,,Boulevard Industriel,96.0,7700.0,Mouscron,Hainaut,,,,,50.7510728,3.2622844
586.0,,Rue de l Industrie,44.0,1040.0,Bruxelles,Bruxelles-Brussel,,,,,50.844113,4.3705805790868455
587.0,,Rue Royale ,100.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,50.8482839,4.3630102
588.0,,Rue de la Papeterie,,6760.0,Virton,Luxembourg,,,,,49.5570448,5.5113366
592.0,,Avenue de la Joyeuse Entrée,,1040.0,Bruxelles,Bruxelles-Brussel,,Y,,,50.8417501,4.3859872
594.0,,Dorpsstraat,15.0,3910.0,Neerpelt,Limburg,,,,,51.2147194,5.4256427015028645
595.0,,Toekomstlaan,,3910.0,Neerpelt,Limburg,,,,,51.2326799,5.424807
596.0,,Grote Heide ,14.0,3910.0,Neerpelt,Limburg,,,,,51.247090400000005,5.439399310029085
597.0,,Herent,139.0,3910.0,Neerpelt,Limburg,,,,,51.2028448,5.449227675095511
601.0,,Rue de Trèves ,82.0,1040.0,Bruxelles,Bruxelles-Brussel,,,,,50.841875200000004,4.374467493180811
605.0,,Av. Salomé,2.0,1150.0,Bruxelles,Bruxelles-Brussel,,Y,,,50.8320558,4.4570191
606.0,,Groot Begijnhof,14.0,3000.0,Leuven,Vlaams-Brabant,,Y,,,50.800748,4.941521684803526
607.0,,Ottergemsesteenweg,413.0,9000.0,Gent,Oost-Vlaanderen,,,,,51.0263121,3.7338967
608.0,,Albrechtlaan,117.0,9300.0,Aalst,Oost-Vlaanderen,,,,,50.9404362,4.0544436
609.0,,Zone Industrielle C ,,7181.0,Feluy,Hainaut,,,,,,
610.0,,Rue de l Industrie ,4.0,1400.0,Nivelles,Brabant Wallon,,,,,50.5945425,4.3562339410624915
612.0,,St. Pietersnieuwstraat ,23.0,9000.0,Gent,Oost-Vlaanderen,,Y,,,51.04758225,3.727953431540925
613.0,,St. Pietersnieuwstraat ,23.0,9000.0,Gent,Oost-Vlaanderen,,Y,,,51.04758225,3.727953431540925
614.0,,Boulevard de la Woluwe,58.0,1200.0,Bruxelles,Bruxelles-Brussel,,Y,,,50.84097985,4.436207409036037
615.0,,Bomastraat,10.0,9000.0,Gent,Oost-Vlaanderen,,,,,51.0616394,3.7317438
616.0,,Belgiëlei,34.0,2018.0,Antwerpen,Antwerpen,,,,,51.2089342,4.4202403072841
617.0,,Havenlaan,7.0,3980.0,Tessenderlo,Limburg,,N,,,51.06768805,5.162605334039879
620.0,,Rue de la Providence ,114.0,6030.0,Marchienne-au-Pont,Hainaut,,Y,,,50.4131062,4.4020852987343595
621.0,,Place de l Accueil,10.0,1348.0,Louvain-la-Neuve,Brabant Wallon,,,,,50.6708713,4.6168977
623.0,,Weiveldlaan,19.0,1930.0,Zaventem,Vlaams-Brabant,,,,,50.871434,4.4918865
624.0,,Désiré Delcroixstraat,,9800.0,Deinze,Oost-Vlaanderen,,,,,50.9852111,3.5387223
627.0,,Rue G. D Orange,168.0,4100.0,Seraing,Liège,,,,,,
629.0,,Onder den toren  ,5.0,2800.0,Mechelen,Antwerpen,,,,,51.0277644,4.4768633
630.0,,Quai de Willebroeck,35.0,1000.0,Bruxelles,Bruxelles-Brussel,,Y,,,50.8631621,4.3522683
631.0,,Koning Albert I  laan  ,8.0,8200.0,Brugge,West-Vlaanderen,,Y,,,51.1971527,3.2139543
632.0,,Boudewijnstraat,4.0,2280.0,Grobbendonk,Antwerpen,,,,,51.19016585,4.73807909969659
633.0,,Molendreef ,8.0,2280.0,Grobbendonk,Antwerpen,,Y,,,51.16387885,4.745147735395027
729.0,,Boulevard Roi Albert II ,,1210.0,Bruxelles,Bruxelles-Brussel,,,,,50.8585727,4.3567823
730.0,,Karmelietenstraat,15.0,1000.0,Bruxelles,Bruxelles-Brussel,,,,,50.8404768,4.3584968
731.0,,Kleine Zavel ,8.0,1000.0,Brussel,Bruxelles-Brussel,,,,,50.8390394,4.3569227
732.0,,Karmelietenstraat,,1000.0,Brussel,Bruxelles-Brussel,,,,,50.8401679,4.3585436
733.0,,Place de l Université ,1.0,1348.0,Louvain-la-Neuve,Brabant Wallon,,,,,50.6698,4.616066
734.0,,Daelemveld ,1002.0,3540.0,Herk-de-Stad,Limburg,,Y,,,,
735.0,,Avenue Charles Thielemans,93.0,1150.0,Bruxelles,Bruxelles-Brussel,,,,,50.8371917,4.4269189
739.0,,Kallo 3 ,3.0,9130.0,Kallo,Oost-Vlaanderen,,Y,,,,
740.0,,Nijverheidsstraat,15.0,2260.0,Oevel,Antwerpen,,Y,,,51.0807301,4.813293
741.0,,Nijverheidsstraat,15.0,2260.0,OEVEL,Antwerpen,,Y,,,51.0807301,4.813293
742.0,,Onkerzelestraat,280.0,9500.0,Geraardsbergen,Oost-Vlaanderen,,Y,,,50.7757204,3.8971119
